name,theme,overall,C,PF,SF,SG,PG,position,height,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential
R.J. Barrett,'20 NBA,77,0,0,1,0,0,SF,79,76,77,69,90,62,65,72,40,70,63,54,47,50,80,79,80,77,49,90,75,80,77,76,70,61,69,53,64,59,69,74,50,75,37,47,75,40,44,63,95,89
Andre Iguodala,'20 NBA,77,0,0,1,0,0,SF,78,65,47,70,90,51,28,63,48,73,35,43,40,37,78,70,70,68,61,76,78,80,68,79,68,57,73,71,81,76,87,82,67,88,46,60,93,78,34,51,95,80
Bobby Portis,'20 NBA,77,1,0,0,0,0,C,83,86,70,82,94,78,84,67,49,39,64,78,71,75,74,53,54,63,74,79,89,84,38,51,54,36,51,72,39,64,54,49,64,60,40,51,56,49,73,85,95,78
Marcus Morris Sr,'20 NBA,77,0,1,0,0,0,PF,81,85,79,78,94,80,66,79,51,66,60,48,56,58,80,69,43,65,71,90,76,86,45,56,56,30,40,60,64,66,71,68,57,69,33,47,69,56,40,71,95,80
Bogdan Bogdanovic,'20 NBA,77,0,0,1,0,0,SF,78,78,76,75,90,78,70,78,45,60,63,52,57,52,80,70,70,73,58,77,62,80,68,70,59,63,65,46,58,55,64,68,55,67,44,37,62,45,30,47,95,80
JaMychal Green,'20 NBA,77,0,1,0,0,0,PF,81,63,81,80,90,75,71,65,66,66,66,60,59,52,84,55,51,70,65,81,76,80,40,31,51,27,57,65,47,65,64,58,56,69,42,58,74,31,62,81,95,78
Evan Fournier,'20 NBA,77,0,0,0,1,0,SG,79,82,80,76,90,79,73,78,25,53,64,34,28,43,68,64,67,61,38,90,78,84,63,74,73,64,74,36,67,68,69,67,70,54,40,33,54,63,31,46,95,79
Jordan Clarkson,'20 NBA,77,0,0,0,1,0,SG,77,83,85,70,90,79,80,81,25,70,64,33,25,32,77,74,77,80,49,75,80,85,74,74,75,56,74,38,60,53,68,68,44,58,36,32,58,35,39,44,95,78
Kelly Olynyk,'20 NBA,77,0,1,0,0,0,PF,84,86,68,75,92,78,76,66,66,49,70,71,75,75,58,27,29,51,66,80,84,80,25,38,56,39,62,58,46,62,77,31,41,77,38,53,79,61,41,65,95,78
Joe Harris,'20 NBA,77,0,0,1,0,0,SF,78,70,77,88,95,81,88,68,25,28,53,30,28,46,86,57,63,65,34,88,83,80,57,58,58,42,48,32,64,56,60,67,61,53,33,38,53,53,35,50,95,78
Dejounte Murray,'20 NBA,76,0,0,0,0,1,PG,77,67,65,68,90,64,58,79,33,58,51,42,33,41,81,75,74,53,33,73,68,80,75,79,75,63,75,36,82,78,88,84,81,68,79,48,87,78,53,74,95,84
Willie Cauley-Stein,'20 NBA,76,1,0,0,0,0,C,84,61,68,45,95,51,76,75,81,66,69,61,64,51,80,73,60,71,73,81,84,84,28,31,26,42,71,72,47,74,75,61,58,85,55,56,84,61,61,80,95,81
Will Barton,'20 NBA,76,0,0,1,0,0,SF,78,65,73,72,90,74,67,75,37,82,62,42,29,56,79,70,75,71,41,79,82,79,70,76,72,55,74,30,77,77,80,80,62,48,30,53,82,72,36,61,95,79
Derrick White,'20 NBA,76,0,0,0,0,1,PG,76,84,85,71,90,72,75,69,35,50,57,30,30,46,55,85,85,70,31,75,73,79,83,81,79,65,80,33,80,69,74,83,55,75,51,57,78,55,31,54,95,80
Jeff Teague,'20 NBA,76,0,0,0,0,1,PG,74,68,75,70,90,74,64,69,25,59,69,25,27,34,89,75,77,72,55,86,74,85,75,82,75,78,82,25,72,72,74,73,79,75,40,45,75,64,25,38,95,79
Thomas Bryant,'20 NBA,76,1,0,0,0,0,C,83,87,80,73,97,75,77,57,72,62,65,67,65,56,75,59,54,49,77,85,87,80,50,50,37,35,39,70,37,76,60,54,47,71,32,74,75,47,62,83,97,78
Ricky Rubio,'20 NBA,76,0,0,0,0,1,PG,76,75,76,69,90,83,52,71,25,25,65,25,25,37,83,72,76,57,25,85,70,76,72,83,79,74,81,29,75,73,79,80,67,82,67,32,80,57,31,51,95,82
Dennis Schroder,'20 NBA,76,0,0,0,0,1,PG,73,80,77,73,90,78,66,76,25,41,67,25,25,34,81,80,84,70,42,89,86,78,80,84,76,66,78,30,69,68,72,70,63,64,37,31,64,56,29,49,95,79
Kelly Oubre Jr.,'20 NBA,76,0,0,1,0,0,SF,79,67,81,69,90,72,79,74,34,69,63,27,29,36,74,66,76,89,52,69,69,84,63,72,64,27,74,43,68,64,75,70,69,51,57,59,51,44,38,56,95,79
Michael Kidd-Gilchrist,'20 NBA,75,0,1,0,0,0,PF,79,77,70,69,90,72,25,69,50,75,44,65,46,55,83,71,71,73,62,84,90,80,67,68,60,29,64,73,72,75,84,74,79,82,36,63,82,75,59,58,95,77
Jae Crowder,'20 NBA,75,0,1,0,0,0,PF,78,46,69,72,95,68,46,73,66,56,53,56,59,61,81,64,65,69,78,89,89,90,62,71,61,33,79,66,74,76,80,72,86,76,38,47,75,76,36,61,95,79
Dwight Powell,'20 NBA,75,1,0,0,0,0,C,83,82,48,71,95,75,88,68,73,58,71,72,68,68,88,69,46,65,62,83,93,80,42,61,53,39,62,72,43,66,68,56,72,69,39,64,69,63,68,66,97,77
Daniel Theis,'20 NBA,75,1,0,0,0,0,C,80,70,69,80,95,73,69,69,78,86,59,69,68,43,84,56,66,74,78,84,93,65,25,48,58,40,53,75,52,78,70,53,56,58,37,79,73,68,78,68,95,76
Wesley Matthews,'20 NBA,75,0,0,0,1,0,SG,77,72,69,78,90,78,62,75,42,67,57,62,60,62,82,67,72,67,52,82,77,90,65,72,69,39,74,35,77,72,82,77,76,80,38,39,80,77,30,39,95,79
Andre Roberson,'20 NBA,75,0,0,0,1,0,SG,79,38,52,48,90,30,33,70,53,75,40,49,50,50,83,66,65,70,64,80,93,80,64,68,73,29,72,72,84,88,90,85,78,80,64,69,93,83,61,53,95,76
Jarrett Culver,'20 NBA,75,0,0,0,1,0,SG,79,74,76,64,90,65,64,73,49,59,63,51,34,49,79,75,77,82,51,89,79,80,74,77,64,63,70,46,64,68,78,69,59,82,63,49,80,39,44,62,95,86
Miles Bridges,'20 NBA,75,0,0,1,0,0,SF,79,62,64,73,90,73,73,74,58,88,47,63,57,58,77,73,70,80,71,86,73,85,69,74,64,33,67,58,57,60,59,68,57,64,44,63,70,43,43,65,95,81
Coby White,'20 NBA,75,0,0,0,0,1,PG,77,71,75,74,90,77,72,72,27,62,56,46,31,42,77,82,83,78,53,87,82,80,82,83,76,70,77,46,71,63,68,78,61,54,57,50,67,42,28,50,95,86
Gorgui Dieng,'20 NBA,75,1,0,0,0,0,C,83,82,87,76,90,82,34,58,69,63,69,71,83,54,69,42,45,69,72,90,82,85,30,34,30,39,61,68,42,79,68,51,58,71,65,72,82,64,65,84,95,78
Mohamed Bamba,'20 NBA,75,1,0,0,0,0,C,84,57,69,69,90,56,47,71,87,67,61,61,62,55,77,81,58,72,57,82,87,80,29,43,32,31,48,74,45,80,70,61,61,84,32,87,89,62,66,82,95,86
Elfrid Payton,'20 NBA,75,0,0,0,0,1,PG,76,74,72,71,90,71,62,74,25,47,63,25,25,29,84,73,80,74,55,77,85,80,72,83,77,75,78,25,77,67,80,79,67,74,43,48,74,72,42,58,95,76
Mason Plumlee,'20 NBA,75,1,0,0,0,0,C,83,70,69,52,92,50,59,73,74,74,73,64,69,64,75,51,35,69,67,72,86,82,44,31,69,63,66,68,40,71,71,42,62,70,50,72,70,69,70,76,95,77
Austin Rivers,'20 NBA,75,0,0,0,0,1,PG,76,82,64,75,94,52,59,79,25,72,59,41,30,42,69,76,83,81,43,92,79,78,76,85,78,42,81,34,81,77,82,80,59,53,37,49,79,79,30,42,98,76
Jerami Grant,'20 NBA,75,0,1,0,0,0,PF,81,56,70,79,90,67,66,81,66,76,55,56,38,48,80,67,63,74,59,81,90,80,59,56,56,25,35,66,65,76,79,70,68,76,34,68,82,71,39,54,95,77
Jonathan Isaac,'20 NBA,75,0,0,1,0,0,SF,82,75,65,70,90,78,26,63,56,61,51,58,58,64,64,69,72,76,56,81,86,80,62,68,61,27,51,61,76,73,78,75,46,74,38,76,78,61,46,64,95,82
Emmanuel Mudiay,'20 NBA,75,0,0,0,0,1,PG,77,75,86,72,90,73,71,72,25,66,61,38,31,53,83,82,80,84,48,76,71,84,81,78,75,68,75,34,67,64,70,70,58,76,37,46,76,41,31,48,95,76
Josh Jackson,'20 NBA,75,0,0,1,0,0,SF,80,65,75,70,90,62,70,72,50,75,50,54,45,49,80,76,78,81,48,83,80,80,63,64,50,50,49,57,73,70,75,76,65,47,48,57,78,55,37,60,95,78
Nicolas Batum,'20 NBA,75,0,0,1,0,0,SF,80,82,70,76,90,81,39,68,49,69,35,56,34,57,74,62,58,76,36,82,74,83,62,70,69,51,72,60,71,73,79,69,74,80,37,50,78,64,34,57,95,79
Jalen Brunson,'20 NBA,75,0,0,0,0,1,PG,75,87,82,77,90,72,64,76,39,49,46,59,49,55,74,81,83,68,41,79,77,80,81,85,76,70,76,54,64,64,66,78,54,65,37,29,60,34,32,47,95,79
Eric Gordon,'20 NBA,75,0,0,0,1,0,SG,76,66,64,77,90,75,77,77,27,67,64,47,32,60,91,78,76,79,62,89,82,78,78,76,57,35,50,39,75,70,77,78,65,73,33,48,73,47,26,39,95,81
Cody Zeller,'20 NBA,75,1,0,0,0,0,C,84,83,61,65,94,76,62,65,72,57,72,72,69,65,76,67,37,77,72,86,92,80,28,37,28,42,61,67,34,73,78,51,57,68,40,65,75,52,69,72,95,78
Kevon Looney,'20 NBA,75,1,0,0,0,0,C,81,81,83,38,95,60,63,78,63,68,50,60,53,50,64,56,67,61,62,83,94,85,46,58,53,40,64,67,44,72,64,60,62,68,41,68,68,53,88,62,98,78
Collin Sexton,'20 NBA,75,0,0,0,0,1,PG,74,62,74,81,90,81,82,72,27,67,55,25,25,35,72,86,86,81,65,92,72,85,85,83,77,57,73,52,60,57,62,75,66,75,32,27,73,42,33,42,95,85
Darius Garland,'20 NBA,75,0,0,0,0,1,PG,74,65,80,78,90,71,66,72,25,66,45,38,28,33,76,86,86,80,36,91,91,80,86,82,76,68,76,27,63,62,72,79,46,70,46,51,78,36,29,50,95,87
Kevin Knox II,'20 NBA,75,0,0,1,0,0,SF,81,70,62,74,90,69,62,75,62,72,50,65,56,49,75,72,72,77,67,87,70,80,69,75,56,28,57,54,66,65,69,69,66,70,34,44,74,37,36,57,95,85
Al-Farouq Aminu,'20 NBA,75,0,1,0,0,0,PF,81,73,47,71,94,82,60,67,50,65,49,49,43,59,75,53,64,58,70,80,77,85,51,55,60,26,61,74,72,75,83,72,70,68,37,46,68,75,46,77,95,77
Dion Waiters,'20 NBA,75,0,0,0,1,0,SG,76,79,69,78,90,47,77,77,37,73,59,45,43,50,82,68,75,75,61,89,67,76,68,81,72,60,71,52,71,56,74,72,62,68,37,39,68,47,25,47,95,76
Delon Wright,'20 NBA,75,0,0,0,1,0,SG,77,72,60,70,80,77,78,82,25,28,68,25,25,44,70,72,67,67,56,88,88,84,72,84,84,68,83,31,73,61,65,73,78,66,74,54,66,53,44,55,70,77
Trevor Ariza,'20 NBA,75,0,0,1,0,0,SF,80,41,69,70,90,73,34,64,49,59,34,53,49,54,82,71,73,69,54,84,74,76,66,67,64,53,64,54,76,76,85,77,75,80,47,36,80,74,30,58,95,78
Dennis Smith Jr.,'20 NBA,75,0,0,0,0,1,PG,75,60,69,72,91,61,72,79,25,87,57,35,27,28,77,83,84,88,51,85,42,80,82,83,73,70,72,25,63,62,64,76,72,70,60,48,78,42,33,43,95,81
De'Andre Hunter,'20 NBA,75,0,0,1,0,0,SF,79,62,71,74,90,70,42,66,57,57,54,43,43,44,82,68,70,67,57,82,72,80,61,62,59,42,56,55,78,72,85,80,52,80,32,46,80,72,47,51,95,88
Jeff Green,'20 NBA,75,0,1,0,0,0,PF,81,84,72,71,90,82,48,78,58,73,68,65,63,61,78,56,50,77,63,82,71,75,43,67,62,30,63,62,63,61,72,62,47,80,30,49,80,53,32,52,95,76
Kentavious Caldwell-Pope,'20 NBA,75,0,0,0,1,0,SG,77,78,84,74,90,83,46,69,31,69,50,31,31,54,81,81,78,65,36,88,88,85,76,71,71,30,78,41,75,74,78,75,66,51,45,33,68,71,33,44,95,76
Nerlens Noel,'20 NBA,75,1,0,0,0,0,C,83,77,55,25,90,63,35,63,85,70,62,59,57,57,74,61,58,69,55,79,85,65,25,41,27,26,55,71,40,73,79,57,84,85,85,85,85,55,80,71,95,78
Taurean Prince,'20 NBA,75,0,0,1,0,0,SF,80,71,73,78,90,77,60,71,70,70,40,46,47,40,80,75,73,79,55,79,80,82,64,65,63,37,50,59,69,63,71,71,76,61,41,46,61,55,27,51,95,78
Malik Beasley,'20 NBA,75,0,0,0,1,0,SG,77,71,81,81,90,82,77,79,42,82,61,38,60,62,73,72,72,76,52,82,77,90,65,71,57,31,46,45,63,57,66,72,51,80,39,34,68,42,32,45,95,78
Michael Porter Jr.,'20 NBA,75,0,0,1,0,0,SF,82,64,68,70,90,77,64,74,54,69,46,62,44,56,74,74,75,82,62,74,74,50,71,72,59,34,56,54,58,54,60,67,62,60,62,58,72,34,60,60,95,86
DeMarre Carroll,'20 NBA,75,0,0,1,0,0,SF,80,65,61,73,90,72,71,74,56,67,64,56,36,54,78,41,48,61,68,84,88,82,41,56,61,29,71,60,74,80,77,74,77,61,32,33,61,76,41,64,95,78
Shabazz Napier,'20 NBA,75,0,0,0,0,1,PG,73,60,79,76,96,82,74,77,25,29,51,34,27,39,83,81,82,73,33,89,86,80,81,83,79,70,79,29,64,59,61,68,79,60,58,51,60,39,33,45,95,77
Rajon Rondo,'20 NBA,75,0,0,0,0,1,PG,73,56,60,74,90,59,40,73,25,25,30,40,40,35,90,77,79,77,43,83,85,72,77,81,77,75,79,31,75,80,84,80,65,78,51,30,80,60,33,60,95,79
Dewayne Dedmon,'20 NBA,75,1,0,0,0,0,C,84,77,71,80,90,79,63,45,58,55,59,57,53,44,57,42,37,64,77,75,87,79,29,42,25,33,50,82,46,82,79,57,56,64,57,75,90,78,66,84,95,77
Marvin Williams,'20 NBA,75,0,1,0,0,0,PF,81,82,74,77,90,74,57,67,47,63,47,62,67,70,71,70,61,59,65,80,74,75,47,66,52,28,67,59,46,64,62,54,62,64,43,62,64,57,40,65,95,77
Kevin Huerter,'20 NBA,75,0,0,0,1,0,SG,79,72,70,80,90,71,63,75,28,63,53,33,25,56,78,82,76,73,48,83,73,80,70,74,72,55,74,42,62,61,61,70,62,69,41,49,73,33,37,47,95,82
Avery Bradley,'20 NBA,75,0,0,0,1,0,SG,74,66,83,73,90,81,25,65,25,45,39,32,25,36,89,79,73,73,45,80,75,78,75,70,65,39,59,55,82,75,86,84,75,82,32,37,82,80,32,38,95,77
Frank Kaminsky III,'20 NBA,75,1,0,0,0,0,C,84,88,59,79,90,73,84,77,49,39,67,77,78,78,89,46,52,66,65,88,84,80,37,53,39,48,49,64,39,62,61,41,49,59,34,52,59,39,51,69,95,78
Jahlil Okafor,'20 NBA,75,1,0,0,0,0,C,83,86,78,25,90,62,76,73,86,51,76,80,81,68,83,44,41,56,83,81,81,85,38,38,56,28,64,62,29,58,44,39,44,75,29,70,76,31,67,75,95,77
Gerald Green,'20 NBA,75,0,0,1,0,0,SF,79,81,67,75,90,80,66,76,51,86,61,47,40,54,75,68,74,90,40,81,62,84,67,72,56,25,46,45,60,60,62,69,49,64,34,52,64,41,32,50,95,77
Alex Len,'20 NBA,75,1,0,0,0,0,C,85,68,58,77,95,62,72,67,77,62,66,73,71,45,61,40,41,57,72,77,89,74,25,29,28,33,42,71,41,75,64,47,59,85,32,75,85,47,76,71,98,77
Rodney Hood,'20 NBA,75,0,0,0,1,0,SG,80,75,86,75,90,84,56,72,36,36,65,72,46,54,85,66,64,65,33,76,72,80,64,74,71,36,64,54,65,64,67,75,64,60,39,33,60,46,28,40,95,77
Dario Saric,'20 NBA,75,0,1,0,0,0,PF,82,56,56,74,90,82,74,73,39,64,44,72,58,63,86,57,63,54,59,76,80,80,51,68,69,31,78,64,43,68,57,55,44,62,32,29,60,59,51,63,95,78
Tim Hardaway Jr.,'20 NBA,75,0,0,0,1,0,SG,78,63,75,73,92,80,76,74,31,74,72,34,32,49,67,64,68,74,51,77,79,83,64,74,71,45,80,41,66,59,70,71,54,55,37,28,55,36,29,45,95,77
Taj Gibson,'20 NBA,75,0,1,0,0,0,PF,81,79,80,69,90,70,64,59,69,59,44,69,70,64,71,43,40,52,74,78,89,80,26,29,27,27,48,63,52,72,70,51,56,58,37,54,86,59,73,65,95,78
Danny Green,'20 NBA,75,0,0,0,1,0,SG,78,59,74,82,90,76,37,67,32,55,34,27,25,46,74,51,69,61,52,75,77,80,51,66,67,26,67,54,79,74,86,79,52,75,38,52,88,77,31,47,95,77
Isaiah Thomas,'20 NBA,75,0,0,0,0,1,PG,69,66,77,66,90,60,72,80,25,25,70,25,25,37,82,81,86,78,42,86,94,90,81,84,77,64,79,25,44,51,50,65,77,60,39,34,60,27,36,33,95,80
Monte Morris,'20 NBA,75,0,0,0,0,1,PG,75,86,86,79,93,76,66,75,25,26,47,28,25,41,76,79,80,68,37,76,56,80,79,82,86,66,86,40,58,48,60,66,51,65,49,26,62,31,30,43,95,79
Nemanja Bjelica,'20 NBA,75,0,1,0,0,0,PF,82,83,62,79,95,71,75,65,40,65,61,61,45,63,52,54,60,47,55,81,81,77,38,63,50,37,55,45,44,55,57,60,45,65,37,62,65,61,54,67,95,78
Jakob Poeltl,'20 NBA,75,1,0,0,0,0,C,84,86,74,41,90,49,46,59,71,56,60,71,73,56,81,47,33,53,70,76,80,80,27,34,56,36,58,67,41,71,70,30,36,65,34,78,74,41,86,71,95,78
D.J. Augustin,'20 NBA,75,0,0,0,0,1,PG,72,65,82,84,90,85,68,77,25,25,48,30,25,57,78,81,82,66,26,82,80,85,80,79,73,71,76,25,58,52,64,68,58,48,36,25,48,48,32,42,95,76
Ersan Ilyasova,'20 NBA,75,0,1,0,0,0,PF,82,49,72,74,90,78,66,67,51,51,61,68,46,68,65,38,51,41,58,76,84,75,25,54,51,26,60,65,47,70,79,38,66,74,36,49,74,51,61,62,95,76
J.J. Barea,'20 NBA,75,0,0,0,0,1,PG,72,68,85,69,97,68,82,82,25,25,55,25,25,27,76,78,78,67,25,82,69,77,78,80,82,80,85,25,61,42,66,65,42,56,39,25,56,47,31,50,95,78
Landry Shamet,'20 NBA,75,0,0,0,1,0,SG,77,79,69,82,90,78,62,71,32,72,49,25,27,35,73,84,84,77,38,82,78,80,81,75,76,34,74,25,57,54,57,74,47,52,34,32,52,32,28,38,95,79
Willy Hernangomez,'20 NBA,75,1,0,0,0,0,C,83,81,65,79,90,66,37,51,72,62,59,69,67,61,45,41,43,46,71,77,82,80,28,32,27,40,37,67,38,63,58,45,58,60,34,58,57,47,87,84,95,76
Ivica Zubac,'20 NBA,75,1,0,0,0,0,C,85,81,65,25,92,76,76,66,76,56,61,59,66,50,78,25,25,71,61,76,86,80,25,31,56,33,43,64,30,65,51,41,36,55,28,76,78,31,80,81,95,78
Meyers Leonard,'20 NBA,75,1,0,0,0,0,C,85,81,78,86,92,82,78,68,68,53,43,50,50,36,34,41,36,70,63,74,60,78,25,30,28,42,55,60,41,65,59,43,57,62,31,43,62,43,53,78,95,77
Davis Bertans,'20 NBA,75,0,1,0,0,0,PF,82,69,81,80,94,82,65,63,59,49,39,47,37,60,71,52,50,47,59,75,75,68,42,63,32,29,39,59,35,64,54,58,53,50,32,51,74,45,28,61,95,77
Ed Davis,'20 NBA,75,1,0,0,0,0,C,82,67,45,25,90,55,28,53,68,62,61,53,63,50,56,58,31,68,71,73,89,78,31,38,25,25,53,60,33,60,70,47,48,61,33,50,69,43,84,84,95,77
Kris Dunn,'20 NBA,74,0,0,0,0,1,PG,76,66,75,75,90,76,66,72,36,51,46,38,35,56,78,80,76,79,52,81,71,84,80,82,71,71,80,36,75,70,78,73,66,76,69,48,76,56,28,55,95,77
Rondae Hollis-Jefferson,'20 NBA,74,0,1,0,0,0,PF,79,64,53,47,90,62,57,52,77,86,69,66,56,41,89,83,73,90,67,82,85,80,57,62,57,41,35,66,66,69,77,72,65,67,46,53,78,52,57,70,95,76
James Johnson,'20 NBA,74,0,1,0,0,0,PF,80,78,56,73,90,67,56,82,36,74,57,69,55,59,74,63,51,68,76,80,80,84,56,74,71,61,78,65,65,70,74,70,51,60,39,57,60,61,31,57,95,75
Josh Hart,'20 NBA,74,0,0,0,1,0,SG,77,49,62,75,94,67,63,83,25,58,67,40,37,56,93,79,81,67,42,88,93,84,77,75,71,31,73,44,70,68,71,75,68,72,47,56,70,63,34,54,95,79
Kent Bazemore,'20 NBA,74,0,0,0,1,0,SG,77,41,73,71,90,69,66,73,31,76,57,42,26,43,80,77,77,78,42,84,85,80,77,69,71,48,66,41,73,73,76,75,64,62,72,58,62,71,32,58,95,76
Malik Monk,'20 NBA,74,0,0,0,1,0,SG,75,51,71,74,90,86,68,73,38,78,53,43,25,60,86,78,79,86,46,86,70,80,74,73,73,54,66,43,66,67,67,71,66,74,40,50,74,43,29,49,95,80
Tyler Johnson,'20 NBA,74,0,0,0,0,1,PG,76,87,67,77,90,74,74,85,29,74,69,29,34,41,77,72,69,81,29,79,83,80,71,77,84,61,74,34,71,61,73,69,57,72,48,55,72,39,36,48,95,76
Mikal Bridges,'20 NBA,74,0,0,0,1,0,SG,79,80,64,71,90,76,50,70,35,70,45,49,30,37,75,75,77,80,57,80,70,84,67,70,65,34,63,51,75,73,79,75,78,66,71,47,70,70,32,44,95,82
George Hill,'20 NBA,74,0,0,0,0,1,PG,75,58,87,74,90,79,57,70,25,42,37,35,30,58,81,73,75,85,49,89,71,80,73,83,75,51,77,45,72,70,74,77,67,66,53,34,66,67,37,42,95,78
Tomas Satoransky,'20 NBA,74,0,0,0,1,0,SG,79,85,60,80,80,79,35,68,27,62,62,45,27,42,77,73,74,76,43,77,72,80,73,73,83,69,82,47,68,67,69,72,69,78,50,34,78,57,41,47,80,75
Richaun Holmes,'20 NBA,74,1,0,0,0,0,C,82,74,66,43,92,71,78,76,63,73,62,67,70,55,83,55,53,79,63,78,73,78,36,56,40,32,52,64,38,60,58,54,53,60,47,85,80,43,76,75,95,77
Dante Exum,'20 NBA,74,0,0,0,0,1,PG,78,62,73,70,90,78,44,74,25,29,32,39,27,54,84,78,81,76,47,79,84,80,78,77,80,71,81,26,78,80,79,81,73,60,36,39,60,74,37,44,95,77
John Henson,'20 NBA,74,1,0,0,0,0,C,83,56,67,75,95,56,51,65,81,71,65,56,66,54,81,52,46,55,68,76,86,80,25,31,26,36,62,66,49,74,78,55,58,67,45,80,87,61,67,85,95,75
Mario Hezonja,'20 NBA,74,0,0,1,0,0,SF,80,63,76,64,90,71,65,75,40,80,40,40,25,57,80,70,73,79,55,75,67,85,65,70,55,38,65,49,65,63,72,74,65,74,65,35,74,45,32,67,95,76
Pau Gasol,'20 NBA,74,1,0,0,0,0,C,84,70,72,76,94,65,65,67,75,53,55,78,77,76,75,38,27,36,70,76,70,82,25,38,60,63,72,65,42,65,68,30,60,85,28,69,85,45,53,85,95,84
Cameron Reddish,'20 NBA,74,0,0,1,0,0,SF,80,72,70,69,90,71,49,67,44,74,46,41,37,46,79,79,80,78,46,84,69,80,73,76,62,38,63,49,64,62,69,74,63,64,70,53,64,44,29,46,95,84
Robin Lopez,'20 NBA,74,1,0,0,0,0,C,84,88,73,55,90,70,68,76,73,58,52,75,75,53,86,25,25,55,73,83,93,84,25,33,28,35,67,70,53,78,76,25,62,80,26,79,84,68,70,48,95,78
Damian Jones,'20 NBA,74,1,0,0,0,0,C,84,83,73,29,95,64,64,77,79,74,68,69,51,39,83,62,54,91,79,79,84,72,37,34,33,35,47,75,39,79,56,41,39,62,41,84,85,64,65,51,98,75
Wilson Chandler,'20 NBA,74,0,0,1,0,0,SF,81,74,74,74,90,67,40,67,45,70,38,65,40,65,77,54,58,76,64,78,77,82,51,66,55,32,55,56,70,70,74,71,57,78,32,48,78,60,41,57,95,76
Juan Hernangomez,'20 NBA,74,0,0,1,0,0,SF,81,29,67,79,92,76,69,67,59,53,41,62,69,67,71,61,61,69,59,79,79,82,46,63,54,29,61,63,63,61,68,65,46,62,36,55,68,54,49,65,95,77
T.J. McConnell,'20 NBA,74,0,0,0,0,1,PG,74,85,85,71,90,73,60,74,25,25,35,33,39,53,74,65,71,60,39,73,87,80,65,70,83,67,81,44,69,65,71,71,75,52,71,42,52,50,30,45,95,76
Markieff Morris,'20 NBA,74,0,1,0,0,0,PF,82,80,67,72,90,73,46,63,61,63,62,78,64,73,66,53,40,59,75,87,73,93,30,38,40,33,74,71,38,71,67,46,46,77,37,51,77,51,45,65,95,77
Cedi Osman,'20 NBA,74,0,0,1,0,0,SF,80,64,73,73,90,73,60,71,41,56,34,46,33,53,70,66,65,65,54,72,75,75,66,67,70,40,65,60,71,65,76,72,60,73,35,30,61,65,30,58,95,79
Noah Vonleh,'20 NBA,74,0,1,0,0,0,PF,81,85,69,72,90,66,55,56,70,65,62,55,67,52,80,52,45,70,65,75,90,78,48,53,43,37,55,60,42,67,54,45,40,69,36,60,69,30,53,82,95,76
Allonzo Trier,'20 NBA,74,0,0,0,1,0,SG,77,44,70,80,90,77,72,72,37,67,66,42,25,59,67,70,73,76,46,77,69,80,69,79,71,46,79,42,56,47,57,71,52,60,33,42,69,37,33,52,95,79
Trey Lyles,'20 NBA,74,0,1,0,0,0,PF,82,67,75,60,94,66,66,77,66,61,62,65,62,70,76,50,51,61,65,77,76,84,37,54,51,39,56,64,32,60,50,48,58,68,37,53,66,36,41,71,95,76
Mike Scott,'20 NBA,74,0,1,0,0,0,PF,80,54,80,81,90,65,68,67,68,83,56,66,61,63,68,42,42,61,71,79,86,80,42,42,37,30,40,65,63,61,72,63,50,59,34,40,59,48,39,66,95,75
Patrick Mills,'20 NBA,74,0,0,0,0,1,PG,72,80,70,80,90,83,68,82,25,25,47,25,25,35,71,83,82,64,49,80,68,74,83,84,73,64,77,25,63,59,70,70,59,60,39,33,60,38,30,45,95,76
Damyean Dotson,'20 NBA,74,0,0,0,1,0,SG,78,42,82,78,92,73,73,72,38,68,52,38,29,44,78,84,84,77,31,78,62,80,72,69,58,39,60,31,64,62,62,70,56,70,40,33,68,43,31,53,95,76
Jake Layman,'20 NBA,74,0,0,1,0,0,SF,81,79,79,71,94,67,62,62,47,57,57,51,46,42,52,65,62,81,54,77,78,69,57,65,62,28,49,57,63,53,67,69,59,58,35,54,59,42,44,53,95,76
Aron Baynes,'20 NBA,74,1,0,0,0,0,C,82,85,76,74,90,83,52,57,62,51,46,65,64,59,69,27,31,51,87,72,82,75,25,32,39,35,62,71,34,69,62,46,59,51,30,73,51,62,79,72,95,76
Wayne Ellington,'20 NBA,74,0,0,0,1,0,SG,77,71,70,79,96,79,84,69,34,49,48,34,29,59,83,69,70,77,63,79,51,79,63,69,74,34,74,37,59,41,62,69,48,52,58,34,52,39,29,43,95,76
Rodions Kurucs,'20 NBA,74,0,0,1,0,0,SF,81,60,70,72,90,76,68,77,38,63,63,28,33,36,83,68,67,72,48,78,63,80,64,66,52,29,53,47,60,57,58,70,38,69,41,53,68,38,45,62,95,79
